ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members
Gp_MJ3_362	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__D16-34	s__	46.797037865572854	53.04	1.79	50	1332774	4208	1
Gp_MJ3_377	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238 sp900754805	96.69789123902264	94.33	0	0	2290459	54423	2
Gp_MJ3_384	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella stercorigallinarum	93.63038150937928	96.09	1.05	50	3068855	33944	2
Gp_MJ3_408	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas avistercoris	91.68128079726722	96.72	1.46	0	2858422	33309	1
Gp_MJ3_423	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter sp900557165	102.17329383240026	100	0	0	2974349	22212	1
Gp_MJ3_426	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola sp003480725	80.64259577030342	84.99	1.48	75	1978954	7677	2
Gp_MJ3_44	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium sp900545535	87.42137507765018	96.98	2.5	28.57	2732263	28461	2
Gp_MJ3_444	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__UMGS872	s__UMGS872 sp900546275	88.40182200014452	91.57	1.12	0	1240486	73054	1
Gp_MJ3_477	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecis	46.86174725795304	66.44	4.31	0	8815837	8780	1
Gp_MJ3_55	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp905211675	90.70375382109744	92.62	0.89	50	1612529	15049	1
Gp_MJ4_129	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	93.1972959859441	96.25	1.22	50	2857235	74919	1
Gp_MJ4_143	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-628	s__CAG-628 sp934085635	72.70978302331895	87.08	3.37	0	969164	91110	1
Gp_MJ4_150	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Cellulosilyticum	s__Cellulosilyticum sp019418225	83.6376856321304	97.76	3.38	12.5	4420756	51330	1
Gp_MJ4_170	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Micropruina	s__	59.601517228625184	69.28	2.59	50	3625608	8975	1
Gp_MJ4_180	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-317	s__CAG-317 sp000433215	90.86019177030384	90.88	0.49	50	2208649	23463	1
Gp_MJ4_183	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__GCA-002748415	g__	s__	91.5422770172604	91.21	0.39	50	3642342	14947	1
Gp_MJ4_191	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	89.96178764613367	93.99	1.33	9.09	4155167	100411	1
Gp_MJ4_197	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp000436615	86.795653455409	88.57	0.95	100	2299207	11254	1
Gp_MJ4_2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter johnsonii	50.319559282527685	69.2	5.17	100	2341336	3973	1
Gp_MJ4_217	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__DSM-111022	s__DSM-111022 sp015863195	77.52318393792824	93.61	3.64	0	2177830	16841	1
Gp_MJ4_228	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Pseudonocardia	s__	82.25707868616995	90.16	2.13	38.46	4879770	7174	1
Gp_MJ4_246	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__JAIBCC01	s__	81.90998622318517	96.58	3.42	0	4042658	72439	1
Gp_MJ4_25	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__CADBMC01	s__	60.6449794090483	64.98	1.53	100	1059105	3715	1
Gp_MJ4_275	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Pseudonocardia	s__	79.49722941872176	94.2	3.36	0	5064614	15648	1
Gp_MJ4_311	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum	89.13216331378416	98.71	2.47	20	2829156	36002	1
Gp_MJ4_320	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__Enteromonas	s__Enteromonas sp900539595	100.2070269450832	97.59	0	0	1773029	171417	1
Gp_MJ4_337	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Limivivens	s__Limivivens sp900066135	71.98620924260034	88.99	4.59	87.5	2888708	7243	1
Gp_MJ4_340	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp008014645	59.59707353254852	60.95	0.86	100	1586186	14933	1
Gp_MJ4_346	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Phycicoccus_A	s__Phycicoccus_A elongatus	81.4889148498728	90.38	2.7	100	2488000	6574	1
Gp_MJ4_37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Fimisoma	s__Fimisoma sp000435715	99.39308520557894	97.16	0	0	2098620	29253	1
Gp_MJ4_379	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__Paraclostridium tenue	87.64387284621176	90.91	1.22	66.67	2530346	10990	1
Gp_MJ4_383	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA1259	s__	93.02577889127565	91.13	0.07	0	1643813	31014	1
Gp_MJ4_394	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Dolosicoccus	s__Dolosicoccus sp945278685	96.06478941871728	93.81	0	0	1333241	32328	1
Gp_MJ4_402	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp900553985	69.59683712781697	77.6	2.1	0	1517182	98554	1
Gp_MJ4_41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900759995	75.42478867096439	83.13	2	16.67	3349914	8371	2
Gp_MJ4_410	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA5884	s__UBA5884 sp018376535	97.84089860703621	95.3	0	0	1968091	120725	1
Gp_MJ4_413	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1750	g__Spyradocola	s__Spyradocola sp905193155	86.43232814139427	96.98	2.82	50	2484341	19260	1
Gp_MJ4_414	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas_B	s__	82.38451083027104	88.31	1.81	68.75	2435412	5758	1
Gp_MJ4_424	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp905215425	65.37717443510768	77.89	3.47	85.71	1452307	5322	1
Gp_MJ4_440	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp001304995	94.0743348508602	94.94	0.67	0	2472640	93040	1
Gp_MJ4_442	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosyncoccaceae	g__UBA2834	s__UBA2834 sp004561445	64.7747667365101	66.83	0.99	0	819042	615933	1
Gp_MJ4_56	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter_A	s__Mediterraneibacter_A butyricigenes	92.27397788627384	92.2	0.44	50	2075042	12822	1
Gp_MJ4_61	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp902388705	98.61171363683808	96.01	0	0	2995021	159745	2
Gp_MJ4_62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp000434735	59.97378358136882	58.1	0	0	1822153	5592	1
Gp_MJ4_65	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__Enterococcus_A avium	83.13954288518768	98.94	3.62	0	4323310	39727	1
Gp_MJ4_73	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Alectryocaccobium	s__Alectryocaccobium sp900772685	83.5076341884781	93.91	2.69	33.33	1893662	20050	1
Gp_MJ4_8	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG13868	s__RUG13868 sp934100165	50.92808793158187	65.59	3.48	28.57	948435	3074	1
Gp_MJ4_84	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus vaginalis	81.56160625501384	91.06	2.64	66.67	1582593	7639	1
Gp_MJ4_9	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Ottowia	s__Ottowia sp018060485	48.038486506817904	60.11	3.45	100	2646722	2864	1
Gp_MJ4_92	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__Gemella sanguinis	71.79475221193806	86.2	4.07	100	1622707	5617	1
Gp_MJ4_95	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__	s__	95.07819467959841	95.79	0.69	50	4822557	61149	1
Gp_NH_116	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Faecivicinus	s__Faecivicinus sp934663595	67.19190864931133	70.4	1.08	33.33	1984809	4612	1
Gp_NH_148	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella sp900066545	93.90469143081758	95.68	0.88	50	2527218	23409	2
Gp_NH_150	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides propionicigenes	78.95855471833569	87.49	2.63	90	3254247	31850	1
Gp_NH_18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA4285	s__UBA4285 sp900545225	93.77359668092396	92.28	0.17	100	1363029	22243	2
Gp_NH_19	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-914	s__CAG-914 sp000437895	89.82030530645619	96	1.7	0	1774148	43713	2
Gp_NH_248	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus pentosaceus	100.89684045545816	98.46	0	0	1733798	74762	1
Gp_NH_270	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__	71.42054653856702	68.97	0	0	3298737	79633	1
Gp_NH_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Metalachnospira	s__Metalachnospira sp900548595	86.27921401750582	94.63	2.35	50	1959767	28082	2
Gp_NH_35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium jeddahitimonense	77.00536752085196	94.09	4.31	53.33	3726081	21562	2
Gp_NH_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA9414	s__UBA9414 sp003458885	84.58619570200851	90.16	1.58	0	2248559	44915	1
Gp_NH_45	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia sp900539965	96.4584698970603	94.29	0	0	2028774	21724	1
Gp_NH_5	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus taiwanensis	67.92666030090771	65.99	0	0	1483144	7470	1
Gp_NH_68	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania massiliensis	74.27349301255897	76.09	0.95	100	3099908	9268	2
Gp_NH_87	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900548245	93.79734691051928	92.82	0.32	100	2711325	32711	1
Gp_NX1_104	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__QANA01	s__	69.91733249643127	68.86	0.16	0	1024835	5184	1
Gp_NX1_106	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__P3	g__Onthomorpha	s__Onthomorpha intestinigallinarum	98.06776974067495	97.85	0.54	100	1924239	56956	1
Gp_NX1_114	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma sp944333375	57.08823228298587	67.44	2.73	50	2098763	7353	1
Gp_NX1_122	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Pygmaiobacter	s__	86.39360841351774	90.82	1.38	33.33	2712521	10649	2
Gp_NX1_129	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp004553545	78.00602422390973	78.01	0.47	100	2001574	5650	1
Gp_NX1_148	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Mailhella	s__Mailhella merdigallinarum	42.352346224619744	52.46	2.63	50	1189679	2849	1
Gp_NX1_168	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Alectryocaccomicrobium	s__Alectryocaccomicrobium excrementavium	52.22095336834755	69.62	4.43	66.67	2033258	3935	1
Gp_NX1_171	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas fastidiosa	72.28812166523267	70.33	0	0	1238501	8246	1
Gp_NX1_172	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia hongkongensis	42.64765659037603	65.14	5.09	23.53	1693796	3311	1
Gp_NX1_194	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA3636	g__JAEDLN01	s__	61.33957184369724	67.61	2.03	100	1979382	5002	1
Gp_NX1_198	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__UMGS124	g__JAHZGC01	s__	81.50839748810034	85.77	1.24	0	2569190	7530	1
Gp_NX1_207	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Pullichristensenella	s__Pullichristensenella sp019409045	47.50377454242669	57.76	2.59	33.33	1771306	4582	1
Gp_NX1_229	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900544705	92.62934968977119	91.72	0.34	100	1936812	34570	2
Gp_NX1_242	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Phocea	s__Phocea massiliensis	74.16501662884487	77.6	1.34	100	1546059	7080	1
Gp_NX1_246	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp900550685	48.505223974474475	73.07	6.03	60	1871471	8599	1
Gp_NX1_252	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Alcaligenes	s__Alcaligenes phenolicus	78.1364270732881	81.12	1.13	60	3500237	9481	1
Gp_NX1_254	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__RGIG1988	s__RGIG1988 sp934462715	98.79191109993143	96.64	0	0	3084523	20129	1
Gp_NX1_258	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Faecivicinus	s__Faecivicinus sp900553265	77.76439299274698	91.48	3.36	33.33	2622111	8492	1
Gp_NX1_275	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__RUG11247	s__RUG11247 sp902767315	76.77793852308695	95.67	4.58	44.44	2359809	8814	1
Gp_NX1_283	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis vadensis	37.10625788361172	50.88	3.21	16.67	2177640	3036	1
Gp_NX1_29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Instestinimonas_A	s__Instestinimonas_A gabonensis	53.97353061995862	52.07	0	0	1548992	6413	1
Gp_NX1_290	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus qingshengii	68.18993528200197	70.07	0.82	25	5734345	10712	1
Gp_NX1_291	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900291975	91.35450639656301	91.97	0.67	100	2077520	13459	1
Gp_NX1_42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UMGS1783	g__UMGS1783	s__UMGS1783 sp905209135	48.099415862797095	59.4	2.91	50	1127141	3880	1
Gp_NX1_49	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__SFJ001	s__SFJ001 sp934513685	58.999380271954976	66.07	1.79	0	1626894	5738	1
Gp_NX1_72	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__MARSEILLE-P3954	g__RGIG9107	s__RGIG9107 sp934613185	77.66949981893934	78.21	0.48	0	1481121	5236	1
Gp_NX2_105	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__Hungatella_A hathewayi_A	88.43793882164965	94.01	1.58	0	5133682	45277	1
Gp_NX2_113	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__CAG-312	g__Merdousia	s__Merdousia sp944389175	87.21828971790228	91.89	1.35	0	1756510	14341	1
Gp_NX2_126	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	62.616573073167814	70.33	1.94	11.11	1811925	3484	1
Gp_NX2_134	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium sp944386565	69.22870302483818	70.05	0.68	100	1712439	6272	1
Gp_NX2_150	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1623	s__UMGS1623 sp934647945	97.80379651540599	98.66	0.69	50	2430773	31448	2
Gp_NX2_159	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	97.87798760737124	99.04	0.72	0	2625997	75158	1
Gp_NX2_171	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__QAND01	g__QAND01	s__QAND01 sp003150225	90.11973951873863	90	0.42	33.33	1485769	14438	1
Gp_NX2_179	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__Flemingibacterium	s__Flemingibacterium sp900546315	68.83376448060733	73.15	1.4	60	2010032	4870	1
Gp_NX2_184	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1623	s__UMGS1623 sp944382025	93.0708336143871	94.29	0.67	0	2335148	18267	1
Gp_NX2_19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Pullichristensenella	s__Pullichristensenella excrementigallinarum	61.84339784438923	63.26	0.81	100	1197645	4434	1
Gp_NX2_207	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Paratractidigestivibacter	s__Paratractidigestivibacter faecalis	63.73879586535596	62.88	0.2	50	1044025	3293	1
Gp_NX2_210	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__HGM13634	s__HGM13634 sp905198755	67.19026632887453	73.7	1.95	50	1170756	33926	1
Gp_NX2_227	d__Bacteria	p__Bacillota_B	c__Peptococcia	o__DRI-13	f__UBA5745	g__	s__	72.36944631233813	88.21	3.73	18.18	2648918	18309	2
Gp_NX2_236	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CALWSW01	g__JAHZEH01	s__JAHZEH01 sp019421925	31.64517035572608	56.14	5.26	0	1591723	4077	1
Gp_NX2_238	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella sp900543285	97.83311884257343	98.24	0.68	100	3418599	42290	2
Gp_NX2_251	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__Aphodomorpha	s__Aphodomorpha sp900549955	57.32408238928701	59.55	0.81	0	1265982	4448	1
Gp_NX2_255	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAKTXU01	s__	68.76045977265501	94.48	6.51	75	2878226	7869	2
Gp_NX2_289	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenella	s__Christensenella minuta	60.245218548188035	60.1	0.43	66.67	1865679	10401	1
Gp_NX2_311	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CALXDZ01	s__	60.4106066626385	73.53	3.43	62.5	2160223	5939	1
Gp_NX2_321	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter stercoravium	52.094768314741046	53.79	0.86	100	1087503	3087	1
Gp_NX2_326	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__JAAYXM01	g__RGIG7332	s__	83.96527873742548	82.08	0	0	1544230	5896	1
Gp_NX2_335	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces sp000220835	74.39845337939849	83.8	2.36	20	2429828	7127	1
Gp_NX2_343	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus rubiinfantis	88.6858156226676	97.23	2.2	14.29	2733643	19181	2
Gp_NX2_348	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp004794515	97.6882856605116	99.49	0.88	0	3924592	157243	1
Gp_NX2_357	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1484	s__UMGS1484 sp900552285	50.67989558549018	66.09	3.45	0	1128204	4784	1
Gp_NX2_364	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio porci	74.222256142145	86.22	3.16	60	2312693	6494	1
Gp_NX2_373	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Ventrousia	s__	73.6142742756202	78.01	1.4	50	1820560	6435	2
Gp_NX2_409	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Heteroruminococcus	s__	25.34104467528605	62.44	7.76	0	2137567	2524	1
Gp_NX3_105	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fimivivens	s__Fimivivens sp900113995	96.44752308406387	97.99	0.84	50	2271539	29857	2
Gp_NX3_106	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__CAG-452 sp900770415	68.66196438728709	84.01	3.87	42.86	1477619	48592	1
Gp_NX3_118	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma stercoravium	90.02233997037712	92.8	1.08	50	2425895	14611	1
Gp_NX3_143	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp900553135	18.69852958869608	51.36	6.9	0	1830353	4754	1
Gp_NX3_145	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor sp014287675	49.614611936965396	56.38	1.72	0	2751532	4669	1
Gp_NX3_156	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__	59.03344681208387	57.21	0	0	1297920	4435	1
Gp_NX3_169	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter faecalis	93.84181172684502	91.56	0	0	2574541	36612	2
Gp_NX3_172	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp900556535	61.094102503852156	62.64	0.67	0	1257710	4057	1
