"Genome"	"rRNA_5S"	"rRNA_16S"	"rRNA_23S"	"tRNA"	"pass_GUNC"	"Completeness"	"Contamination"	"Heterogeneity"	"Contigs"	"N50"	"GC_content"	"Size"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Score"
"Gp_EAB_190"	0	0	0	15	"True"	72.12	5.34	90	337	5394	62	1517496	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp900545495"	45.42
"Gp_EAB_191"	0	0	0	18	"True"	91.35	1.53	60	459	4581	45.3	1877903	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hominisplanchenecus"	"s__Hominisplanchenecus faecis"	83.7
"Gp_EAB_192"	2	0	0	17	"True"	85.72	2.71	50	156	23145	59.3	2304203	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Lawsonibacter"	"s__Lawsonibacter sp900766145"	72.17
"Gp_EAB_193"	0	0	0	14	"True"	92.29	0.67	0	249	15630	44.6	2558116	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyribacter"	"s__Butyribacter huaianensis"	88.94
"Gp_EAB_194"	1	0	0	15	"True"	96.46	2.01	33.33	135	20334	55.6	1965438	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Pseudoscilispira"	"s__Pseudoscilispira sp018369915"	86.41
"Gp_EAB_195"	3	0	0	24	"False"	100	0.4	50	109	64752	52.9	2858095	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Veillonellales"	"f__Megasphaeraceae"	"g__Megasphaera"	"s__Megasphaera sp000417505"	98
"Gp_EAB_196"	1	0	0	18	"True"	71.38	3.85	77.78	426	3298	61.7	1308199	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas coprocola"	52.13
"Gp_EAB_197"	1	0	0	13	"True"	68.89	3.66	100	295	3658	63.3	992607	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella intestinalis"	50.59
"Gp_EAB_198"	1	0	0	18	"True"	91.87	3.91	66.67	187	17174	62.3	2281975	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Lawsonibacter"	"s__Lawsonibacter asaccharolyticus"	72.32
"Gp_EAB_199"	0	0	0	17	"True"	95.21	0	0	48	92837	36.3	2423660	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospira"	"s__Lachnospira sp900316325"	95.21
"Gp_EAB_2"	4	0	0	21	"True"	99.59	0.32	100	293	15113	52	2689592	"d__Bacteria"	"p__Bacillota_C"	"c__Negativicutes"	"o__Veillonellales"	"f__Dialisteraceae"	"g__Dialister"	"s__Dialister sp900765565"	97.99
"Gp_EAB_20"	0	0	0	18	"True"	96.61	3.14	50	207	16683	62.5	2235198	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Dysosmobacter"	"s__Dysosmobacter welbionis"	80.91
"Gp_EAB_200"	0	0	0	20	"True"	95.72	1.48	0	110	36972	59.9	2785886	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Intestinimonas"	"s__Intestinimonas butyriciproducens"	88.32
"Gp_EAB_201"	2	0	0	16	"False"	96.91	2.78	100	217	12387	36.9	1878683	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Pediococcus"	"s__Pediococcus pentosaceus"	83.01
"Gp_EAB_202"	1	0	0	17	"True"	92.38	1.77	25	170	18420	49.8	2213974	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Alangreenwoodia"	"s__Alangreenwoodia sp905206455"	83.53
"Gp_EAB_203"	1	0	0	19	"True"	88.03	0.73	100	130	20293	44.8	1928777	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-488"	"s__CAG-488 sp000434055"	84.38
"Gp_EAB_204"	0	0	0	17	"True"	89.07	2.28	60	430	6195	38.5	2059546	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia stercoris"	77.67
"Gp_EAB_205"	0	0	0	15	"True"	83.07	2.48	60	287	8495	60	1835899	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Vescimonas"	"s__Vescimonas sp900548615"	70.67
"Gp_EAB_206"	0	0	0	18	"True"	80.26	1.77	80	414	5659	56.4	1895177	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Akkermansiaceae"	"g__Akkermansia"	"s__Akkermansia muciniphila"	71.41
"Gp_EAB_207"	1	0	0	19	"False"	94.44	8.2	76.92	1111	3667	45.3	3214553	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Oliverpabstia"	"s__Oliverpabstia faecicola"	53.44
"Gp_EAB_208"	0	0	0	5	"True"	74.7	1.97	83.33	190	6962	29.3	1074915	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Staphylococcales"	"f__Gemellaceae"	"g__Gemella"	"s__Gemella sanguinis"	64.85
"Gp_EAB_209"	6	0	0	6	"True"	60.69	5.17	100	320	10866	28.6	2599703	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Intestinibacter"	"s__Intestinibacter sp900540355"	34.84
"Gp_EAB_21"	0	0	0	18	"True"	95.11	2.27	40	96	45904	40.6	2598520	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__JAGZHZ01"	"s__JAGZHZ01 sp018366495"	83.76
"Gp_EAB_210"	4	1	0	20	"False"	97.78	4.19	100	204	22390	37.9	2045171	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Weissella"	"s__Weissella paramesenteroides"	76.83
"Gp_EAB_211"	0	0	0	18	"True"	64.39	1.75	100	321	6008	62	1543462	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Senegalimassilia"	"s__Senegalimassilia faecalis"	55.64
"Gp_EAB_212"	0	0	0	17	"True"	84.67	3.53	75	304	7172	45	1723991	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Weissella"	"s__Weissella confusa"	67.02
"Gp_EAB_213"	0	0	0	16	"True"	75.76	1.98	42.86	362	5113	49.7	1591524	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"	65.86
"Gp_EAB_214"	1	0	0	15	"True"	85.4	2.52	80	259	6477	41.4	1431371	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Eubacterium_R"	"s__Eubacterium_R sp900542875"	72.8
"Gp_EAB_215"	1	0	0	19	"True"	90.76	2.52	33.33	258	11520	40.8	2173333	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS263"	"s__UMGS263 sp900540535"	78.16
"Gp_EAB_216"	1	0	0	16	"True"	74.4	8.69	100	516	3540	51.8	1724335	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-177"	"s__CAG-177 sp003514385"	30.95
"Gp_EAB_217"	0	0	0	19	"True"	94.63	0	0	149	25005	47.4	2397408	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__CAG-353"	"s__CAG-353 sp900066885"	94.63
"Gp_EAB_218"	1	0	0	20	"True"	93.66	1.24	0	155	30387	55.5	2671410	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae_A"	"g__Sutterella"	"s__Sutterella wadsworthensis"	87.46
"Gp_EAB_219"	3	0	0	17	"True"	91.91	1.61	50	178	40507	29.9	3258771	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium paraputrificum"	83.86
"Gp_EAB_22"	2	0	0	20	"True"	98.27	0.61	0	28	92133	28.1	1468849	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Tissierellales"	"f__Peptoniphilaceae"	"g__Parvimonas"	"s__Parvimonas micra"	95.22
"Gp_EAB_220"	2	0	0	19	"True"	90.86	8.11	88.24	355	7854	47	2072168	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA737"	"s__UBA737 sp900549055"	50.31
"Gp_EAB_221"	0	0	0	13	"True"	79.37	1.32	14.29	281	9266	44.9	1914762	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__CAG-632"	"s__CAG-632 sp000431515"	72.77
"Gp_EAB_222"	0	0	0	11	"True"	86.2	3.69	88.89	441	7939	50.3	2557088	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Limivivens"	"s__Limivivens sp900543575"	67.75
"Gp_EAB_223"	2	0	0	22	"True"	97.6	0.8	0	79	27769	27.5	1610160	"d__Archaea"	"p__Methanobacteriota"	"c__Methanobacteria"	"o__Methanobacteriales"	"f__Methanobacteriaceae"	"g__Methanosphaera"	"s__Methanosphaera stadtmanae"	93.6
"Gp_EAB_224"	0	0	0	21	"True"	87.3	0.19	0	37	105079	48.6	2296077	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	"s__Eisenbergiella sp900539715"	86.35
"Gp_EAB_225"	4	0	0	11	"True"	62.93	3.45	50	346	9716	26.8	2577349	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Paraclostridium"	"s__Paraclostridium tenue"	45.68
"Gp_EAB_226"	2	0	0	20	"True"	96.23	1.89	100	138	42850	30.9	3248280	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Coprobacillus"	"s__Coprobacillus cateniformis"	86.78
"Gp_EAB_227"	2	1	0	21	"True"	97.99	0.24	50	109	28089	38.4	1971571	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1071"	"s__UMGS1071 sp900542375"	96.79
"Gp_EAB_228"	0	0	0	9	"True"	60.17	1.72	0	317	4814	58.9	1354552	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Enterenecus"	"s__"	51.57
"Gp_EAB_229"	0	0	0	18	"True"	63.16	1.75	100	456	4857	42	1907142	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia sp003470905"	54.41
"Gp_EAB_23"	3	0	0	21	"True"	97.64	0.71	0	50	163819	45.7	4270431	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Emergencia"	"s__Emergencia timonensis"	94.09
"Gp_EAB_230"	0	0	0	18	"True"	93.16	2.38	71.43	201	16052	38.8	2175836	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalimonas"	"s__Faecalimonas sp900550235"	81.26
"Gp_EAB_231"	2	0	0	16	"True"	91.94	3.09	60	228	9114	54.1	1599991	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-138"	"g__SFEL01"	"s__SFEL01 sp004557245"	76.49
"Gp_EAB_232"	4	0	0	18	"True"	97.97	1.58	14.29	97	45707	43.1	2962447	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella sp000436915"	90.07
"Gp_EAB_233"	0	0	0	23	"True"	91.77	1.08	33.33	108	37763	49.9	2557388	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Clostridium_Q"	"s__Clostridium_Q sp000435655"	86.37
"Gp_EAB_234"	0	0	0	11	"False"	64.97	2.59	50	429	6228	35.2	2190638	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus agalactiae"	52.02
"Gp_EAB_235"	1	0	0	18	"True"	100	0.47	100	117	39737	31.3	3091058	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Thomasclavelia"	"s__Thomasclavelia ramosa"	97.65
"Gp_EAB_236"	5	0	0	21	"True"	96.63	3.37	66.67	364	7974	29.3	2190020	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Fusobacterium_A"	"s__Fusobacterium_A mortiferum"	79.78
"Gp_EAB_237"	2	0	0	11	"True"	54.02	2.63	100	422	4955	56.1	1833069	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Ventricola"	"s__Ventricola sp900548125"	40.87
"Gp_EAB_238"	0	0	0	16	"True"	64.55	1.75	0	788	7578	51	4632596	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster aldenensis"	55.8
"Gp_EAB_239"	0	0	0	16	"True"	68.2	1.34	50	374	5658	44	1848796	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Frisingicoccus"	"s__Frisingicoccus caecimuris"	61.5
"Gp_EAB_24"	0	0	0	20	"True"	96.59	0.85	25	345	12788	63.5	3112639	"d__Bacteria"	"p__Desulfobacterota"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Bilophila"	"s__Bilophila sp902373525"	92.34
"Gp_EAB_240"	0	0	0	22	"True"	98.83	0.58	100	125	30396	42	2262407	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter torques"	95.93
"Gp_EAB_241"	0	0	0	6	"True"	64.84	3.45	100	342	6225	41.2	1751829	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	47.59
"Gp_EAB_242"	0	0	0	14	"True"	71.86	2.57	100	288	5600	45.1	1338102	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus"	"s__Coprococcus eutactus_A"	59.01
"Gp_EAB_243"	1	0	0	11	"True"	81.52	5.99	68.42	424	3924	62.5	1489215	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__ER4"	"s__ER4 sp900317525"	51.57
"Gp_EAB_244"	3	0	0	23	"True"	88.54	0.52	50	238	15758	66.4	2592108	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__UMGS124"	"g__"	"s__"	85.94
"Gp_EAB_245"	0	0	0	17	"True"	74.32	3.48	100	397	4553	49.9	1580669	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Copromonas"	"s__Copromonas sp900066535"	56.92
"Gp_EAB_246"	0	0	0	14	"True"	91.42	2.49	75	184	13526	34.8	1613807	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Faecalitalea"	"s__Faecalitalea cylindroides"	78.97
"Gp_EAB_247"	2	0	0	15	"True"	58.05	0	0	688	4209	51.4	2586080	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__Escherichia coli"	58.05
"Gp_EAB_248"	2	0	0	21	"True"	87.62	3.99	100	316	5500	44.9	1442943	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Anaerotardibacter"	"s__Anaerotardibacter sp000435475"	67.67
"Gp_EAB_249"	0	0	0	13	"True"	64.04	3.47	100	453	2892	52	1266723	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_C"	"s__Ruminococcus_C callidus"	46.69
"Gp_EAB_25"	0	0	0	20	"True"	92.07	0.24	100	143	18726	37.9	1784699	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Amedibacillus"	"s__Amedibacillus dolichus"	90.87
"Gp_EAB_250"	0	0	0	14	"True"	59.92	1.75	100	199	9460	42	1430227	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Dorea_A"	"s__Dorea_A longicatena"	51.17
"Gp_EAB_251"	0	0	0	17	"True"	94.04	1.92	33.33	88	46367	44.4	2618540	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia sp900541955"	84.44
"Gp_EAB_252"	1	0	0	11	"True"	88.76	2.29	36.36	235	11403	43.8	1848299	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus sobrinus"	77.31
"Gp_EAB_253"	1	0	0	11	"True"	85.46	3.97	100	461	4432	57.6	1866389	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Faecousia"	"s__Faecousia sp900540635"	65.61
"Gp_EAB_254"	0	0	0	8	"True"	79.79	1.17	100	386	4734	44.4	1590445	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus_A"	"s__Coprococcus_A catus_A"	73.94
"Gp_EAB_255"	1	0	0	19	"True"	65.58	2.36	66.67	238	3884	26.2	834549	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__RF39"	"f__UBA660"	"g__CAG-302"	"s__CAG-302 sp934162325"	53.78
"Gp_EAB_256"	1	0	0	11	"True"	54.19	0.34	0	376	4062	57	1392442	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Limivicinus"	"s__Limivicinus sp003150355"	52.49
"Gp_EAB_257"	0	0	0	14	"True"	77.87	1.03	25	223	11227	43.9	1860783	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eubacterium_I"	"s__Eubacterium_I ramulus"	72.72
"Gp_EAB_258"	1	0	1	21	"True"	72.52	2.01	25	226	12436	52.1	2103095	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__Cryptobacteroides"	"s__Cryptobacteroides sp000433355"	62.47
"Gp_EAB_259"	2	0	0	7	"True"	53.14	1.75	100	307	3521	33.7	988046	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Holdemanella"	"s__Holdemanella biformis"	44.39
"Gp_EAB_26"	0	1	0	18	"True"	93.44	2.21	50	246	13061	59.6	2142250	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruthenibacterium"	"s__Ruthenibacterium merdipullorum"	82.39
"Gp_EAB_260"	0	0	0	17	"True"	97.67	0.22	100	152	23347	33.1	2300313	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eubacterium_G"	"s__Eubacterium_G sp000435815"	96.57
"Gp_EAB_261"	0	0	0	13	"True"	84.46	4.8	73.33	432	5601	43.5	2043191	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium_B"	"s__Lachnoclostridium_B sp900066555"	60.46
"Gp_EAB_262"	1	0	0	14	"True"	54.31	0	0	503	4186	47.7	1867439	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides stercoris"	54.31
"Gp_EAB_263"	0	0	0	11	"True"	74.88	1.96	33.33	538	5544	50.7	2553263	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Bianqueaceae"	"g__Bianquea"	"s__Bianquea renquensis"	65.08
"Gp_EAB_264"	0	0	0	15	"True"	89.66	4.71	71.43	408	7810	46.7	2527695	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__UBA3402"	"s__UBA3402 sp003478355"	66.11
"Gp_EAB_265"	0	0	0	15	"True"	79.39	0.72	0	408	6216	55.7	2070457	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes_A"	"s__Alistipes_A indistinctus"	75.79
"Gp_EAB_266"	1	0	0	19	"True"	78.51	3.58	10	56	57244	26.1	1733293	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__TANB77"	"f__CAG-508"	"g__CAG-492"	"s__CAG-492 sp000434015"	60.61
"Gp_EAB_267"	0	0	0	11	"True"	83.7	2.35	100	504	4841	42.5	1979443	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnospira"	"s__Lachnospira sp000437735"	71.95
"Gp_EAB_268"	3	0	0	20	"False"	93.65	9.6	37.14	782	9335	28.7	4131423	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium cuniculi"	45.65
"Gp_EAB_269"	1	0	0	15	"True"	54.31	5.17	100	266	7964	52.5	1655466	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-177"	"s__CAG-177 sp003538135"	28.46
"Gp_EAB_27"	1	0	0	18	"True"	92.68	6.37	94.44	254	7380	44	1454899	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Leuconostoc"	"s__Leuconostoc lactis"	60.83
"Gp_EAB_270"	2	0	0	19	"True"	65.16	0	0	283	13192	46.9	2675167	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides clarus"	65.16
"Gp_EAB_271"	1	0	0	13	"True"	86.07	2.74	12.5	299	5701	35.8	1406098	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Scybalenecus"	"s__Scybalenecus sp900540085"	72.37
"Gp_EAB_272"	0	0	0	12	"True"	64.65	2.58	100	440	6691	47.5	2008070	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Limivivens"	"s__Limivivens sp900066135"	51.75
"Gp_EAB_273"	0	0	0	12	"True"	80.88	0.95	100	336	8650	45.8	2234299	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp000436615"	76.13
"Gp_EAB_274"	1	0	0	17	"True"	58.43	0.22	0	370	3763	57.9	1251769	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Angelakisella"	"s__Angelakisella sp900547385"	57.33
"Gp_EAB_275"	1	0	0	21	"True"	94.88	1.24	50	245	13272	62.7	2325655	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae_A"	"g__Sutterella"	"s__Sutterella wadsworthensis_A"	88.68
"Gp_EAB_276"	0	0	0	18	"True"	91.1	0.21	100	433	8721	48.3	2833218	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Choladousia"	"s__Choladousia sp902363665"	90.05
"Gp_EAB_277"	0	0	0	19	"True"	76.99	1.68	40	159	14134	29.9	1486899	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__TANB77"	"f__CAG-508"	"g__CAG-245"	"s__CAG-245 sp000435175"	68.59
"Gp_EAB_278"	0	0	0	10	"True"	87.51	3.06	66.67	531	4364	61.2	1971247	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Ventricola"	"s__Ventricola sp900542395"	72.21
"Gp_EAB_279"	1	0	0	21	"False"	85.98	1.12	50	455	4899	46.4	1961660	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes_A"	"s__Alistipes_A sp900539755"	80.38
"Gp_EAB_28"	2	0	0	12	"True"	86.02	2.41	85.71	386	4921	40.7	1468551	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Gallibacter"	"s__Gallibacter intestinalis"	73.97
"Gp_EAB_280"	4	0	0	18	"True"	93.4	4.25	100	528	9397	44.5	3571644	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Clostridium_AQ"	"s__Clostridium_AQ innocuum"	72.15
